Time,Value,MEASURE,Description
2016,282,ERP_M_17,Males - 75-79 years (no.)
2017,294,ERP_M_17,Males - 75-79 years (no.)
2013,181,ERP_M_18,Males - 80-84 years (no.)
2014,191,ERP_M_18,Males - 80-84 years (no.)
2015,188,ERP_M_18,Males - 80-84 years (no.)
2016,199,ERP_M_18,Males - 80-84 years (no.)
2017,210,ERP_M_18,Males - 80-84 years (no.)
2013,100,ERP_M_19,Males - 85 and over (no.)
2014,104,ERP_M_19,Males - 85 and over (no.)
2015,116,ERP_M_19,Males - 85 and over (no.)
2016,123,ERP_M_19,Males - 85 and over (no.)
2017,137,ERP_M_19,Males - 85 and over (no.)
2013,10986,ERP_M_20,Males - Total (no.)
2014,11419,ERP_M_20,Males - Total (no.)
2015,12011,ERP_M_20,Males - Total (no.)
2016,12933,ERP_M_20,Males - Total (no.)
2017,13697,ERP_M_20,Males - Total (no.)
2013,697,ERP_F_2,Females - 0-4 years (no.)
2014,709,ERP_F_2,Females - 0-4 years (no.)
2015,736,ERP_F_2,Females - 0-4 years (no.)
2016,793,ERP_F_2,Females - 0-4 years (no.)
2017,803,ERP_F_2,Females - 0-4 years (no.)
2013,511,ERP_F_3,Females - 5-9 years (no.)
2014,551,ERP_F_3,Females - 5-9 years (no.)
2015,566,ERP_F_3,Females - 5-9 years (no.)
2016,598,ERP_F_3,Females - 5-9 years (no.)
2017,649,ERP_F_3,Females - 5-9 years (no.)
2013,510,ERP_F_4,Females - 10-14 years (no.)
2014,482,ERP_F_4,Females - 10-14 years (no.)
2015,478,ERP_F_4,Females - 10-14 years (no.)
2016,490,ERP_F_4,Females - 10-14 years (no.)
2017,514,ERP_F_4,Females - 10-14 years (no.)
2013,707,ERP_F_5,Females - 15-19 years (no.)
2014,724,ERP_F_5,Females - 15-19 years (no.)
2015,719,ERP_F_5,Females - 15-19 years (no.)
2016,727,ERP_F_5,Females - 15-19 years (no.)
2017,711,ERP_F_5,Females - 15-19 years (no.)
2013,901,ERP_F_6,Females - 20-24 years (no.)
2014,987,ERP_F_6,Females - 20-24 years (no.)
2015,1085,ERP_F_6,Females - 20-24 years (no.)
2016,1197,ERP_F_6,Females - 20-24 years (no.)
2017,1322,ERP_F_6,Females - 20-24 years (no.)
2013,1137,ERP_F_7,Females - 25-29 years (no.)
2014,1217,ERP_F_7,Females - 25-29 years (no.)
2015,1348,ERP_F_7,Females - 25-29 years (no.)
2016,1487,ERP_F_7,Females - 25-29 years (no.)
2017,1573,ERP_F_7,Females - 25-29 years (no.)
2013,984,ERP_F_8,Females - 30-34 years (no.)
2014,1066,ERP_F_8,Females - 30-34 years (no.)
2015,1188,ERP_F_8,Females - 30-34 years (no.)
2016,1359,ERP_F_8,Females - 30-34 years (no.)
2017,1442,ERP_F_8,Females - 30-34 years (no.)
2013,820,ERP_F_9,Females - 35-39 years (no.)
2014,860,ERP_F_9,Females - 35-39 years (no.)
2015,902,ERP_F_9,Females - 35-39 years (no.)
2016,1011,ERP_F_9,Females - 35-39 years (no.)
2017,1110,ERP_F_9,Females - 35-39 years (no.)
2013,740,ERP_F_10,Females - 40-44 years (no.)
2014,761,ERP_F_10,Females - 40-44 years (no.)
2015,792,ERP_F_10,Females - 40-44 years (no.)
2016,824,ERP_F_10,Females - 40-44 years (no.)
2017,841,ERP_F_10,Females - 40-44 years (no.)
2013,624,ERP_F_11,Females - 45-49 years (no.)
2014,619,ERP_F_11,Females - 45-49 years (no.)
2015,658,ERP_F_11,Females - 45-49 years (no.)
2016,722,ERP_F_11,Females - 45-49 years (no.)
2017,755,ERP_F_11,Females - 45-49 years (no.)
2013,613,ERP_F_12,Females - 50-54 years (no.)
2014,637,ERP_F_12,Females - 50-54 years (no.)
2015,634,ERP_F_12,Females - 50-54 years (no.)
2016,648,ERP_F_12,Females - 50-54 years (no.)
2017,620,ERP_F_12,Females - 50-54 years (no.)
2013,566,ERP_F_13,Females - 55-59 years (no.)
2014,578,ERP_F_13,Females - 55-59 years (no.)
2015,581,ERP_F_13,Females - 55-59 years (no.)
2016,591,ERP_F_13,Females - 55-59 years (no.)
2017,630,ERP_F_13,Females - 55-59 years (no.)
2013,487,ERP_F_14,Females - 60-64 years (no.)
2014,486,ERP_F_14,Females - 60-64 years (no.)
2015,532,ERP_F_14,Females - 60-64 years (no.)
2016,572,ERP_F_14,Females - 60-64 years (no.)
2017,582,ERP_F_14,Females - 60-64 years (no.)
2013,480,ERP_F_15,Females - 65-69 years (no.)
2014,475,ERP_F_15,Females - 65-69 years (no.)
2015,456,ERP_F_15,Females - 65-69 years (no.)
2016,455,ERP_F_15,Females - 65-69 years (no.)
2017,456,ERP_F_15,Females - 65-69 years (no.)
2013,349,ERP_F_16,Females - 70-74 years (no.)
2014,357,ERP_F_16,Females - 70-74 years (no.)
2015,382,ERP_F_16,Females - 70-74 years (no.)
2016,402,ERP_F_16,Females - 70-74 years (no.)
2017,430,ERP_F_16,Females - 70-74 years (no.)
2013,324,ERP_F_17,Females - 75-79 years (no.)
2014,330,ERP_F_17,Females - 75-79 years (no.)
2015,338,ERP_F_17,Females - 75-79 years (no.)
2016,353,ERP_F_17,Females - 75-79 years (no.)
2017,352,ERP_F_17,Females - 75-79 years (no.)
2013,248,ERP_F_18,Females - 80-84 years (no.)
2014,248,ERP_F_18,Females - 80-84 years (no.)
2015,246,ERP_F_18,Females - 80-84 years (no.)
2016,245,ERP_F_18,Females - 80-84 years (no.)
2017,255,ERP_F_18,Females - 80-84 years (no.)
2013,187,ERP_F_19,Females - 85 and over (no.)
2014,197,ERP_F_19,Females - 85 and over (no.)
2015,196,ERP_F_19,Females - 85 and over (no.)
2016,198,ERP_F_19,Females - 85 and over (no.)
2017,232,ERP_F_19,Females - 85 and over (no.)
2013,10885,ERP_F_20,Females - Total (no.)
2014,11284,ERP_F_20,Females - Total (no.)
2015,11837,ERP_F_20,Females - Total (no.)
2016,12672,ERP_F_20,Females - Total (no.)
2017,13277,ERP_F_20,Females - Total (no.)
2013,1414,ERP_P_2,Persons - 0-4 years (no.)
2014,1444,ERP_P_2,Persons - 0-4 years (no.)
2015,1502,ERP_P_2,Persons - 0-4 years (no.)
2016,1587,ERP_P_2,Persons - 0-4 years (no.)
2017,1636,ERP_P_2,Persons - 0-4 years (no.)
2013,1122,ERP_P_3,Persons - 5-9 years (no.)
2014,1151,ERP_P_3,Persons - 5-9 years (no.)
2015,1190,ERP_P_3,Persons - 5-9 years (no.)
2016,1252,ERP_P_3,Persons - 5-9 years (no.)
2017,1328,ERP_P_3,Persons - 5-9 years (no.)
2013,998,ERP_P_4,Persons - 10-14 years (no.)
2014,1000,ERP_P_4,Persons - 10-14 years (no.)
2015,1004,ERP_P_4,Persons - 10-14 years (no.)
2016,1048,ERP_P_4,Persons - 10-14 years (no.)
2017,1090,ERP_P_4,Persons - 10-14 years (no.)
2013,1409,ERP_P_5,Persons - 15-19 years (no.)
2014,1452,ERP_P_5,Persons - 15-19 years (no.)
2015,1477,ERP_P_5,Persons - 15-19 years (no.)
2016,1490,ERP_P_5,Persons - 15-19 years (no.)
2017,1518,ERP_P_5,Persons - 15-19 years (no.)
2013,1863,ERP_P_6,Persons - 20-24 years (no.)
2014,2024,ERP_P_6,Persons - 20-24 years (no.)
2015,2181,ERP_P_6,Persons - 20-24 years (no.)
2016,2429,ERP_P_6,Persons - 20-24 years (no.)
2017,2656,ERP_P_6,Persons - 20-24 years (no.)
2013,2298,ERP_P_7,Persons - 25-29 years (no.)
2014,2515,ERP_P_7,Persons - 25-29 years (no.)
2015,2791,ERP_P_7,Persons - 25-29 years (no.)
2016,3088,ERP_P_7,Persons - 25-29 years (no.)
2017,3309,ERP_P_7,Persons - 25-29 years (no.)
2013,1985,ERP_P_8,Persons - 30-34 years (no.)
2014,2142,ERP_P_8,Persons - 30-34 years (no.)
2015,2384,ERP_P_8,Persons - 30-34 years (no.)
2016,2750,ERP_P_8,Persons - 30-34 years (no.)
2017,2962,ERP_P_8,Persons - 30-34 years (no.)
2013,1697,ERP_P_9,Persons - 35-39 years (no.)
2014,1762,ERP_P_9,Persons - 35-39 years (no.)
2015,1863,ERP_P_9,Persons - 35-39 years (no.)
2016,2109,ERP_P_9,Persons - 35-39 years (no.)
2017,2307,ERP_P_9,Persons - 35-39 years (no.)
2013,1562,ERP_P_10,Persons - 40-44 years (no.)
2014,1586,ERP_P_10,Persons - 40-44 years (no.)
2015,1636,ERP_P_10,Persons - 40-44 years (no.)
2016,1702,ERP_P_10,Persons - 40-44 years (no.)
2017,1728,ERP_P_10,Persons - 40-44 years (no.)
2013,1284,ERP_P_11,Persons - 45-49 years (no.)
2014,1311,ERP_P_11,Persons - 45-49 years (no.)
2015,1389,ERP_P_11,Persons - 45-49 years (no.)
2016,1504,ERP_P_11,Persons - 45-49 years (no.)
2017,1594,ERP_P_11,Persons - 45-49 years (no.)
2013,1276,ERP_P_12,Persons - 50-54 years (no.)
2014,1297,ERP_P_12,Persons - 50-54 years (no.)
2015,1305,ERP_P_12,Persons - 50-54 years (no.)
2016,1358,ERP_P_12,Persons - 50-54 years (no.)
2017,1311,ERP_P_12,Persons - 50-54 years (no.)
2013,1131,ERP_P_13,Persons - 55-59 years (no.)
2014,1164,ERP_P_13,Persons - 55-59 years (no.)
2015,1195,ERP_P_13,Persons - 55-59 years (no.)
2016,1220,ERP_P_13,Persons - 55-59 years (no.)
2017,1297,ERP_P_13,Persons - 55-59 years (no.)
2013,941,ERP_P_14,Persons - 60-64 years (no.)
2014,944,ERP_P_14,Persons - 60-64 years (no.)
2015,986,ERP_P_14,Persons - 60-64 years (no.)
2016,1063,ERP_P_14,Persons - 60-64 years (no.)
2017,1109,ERP_P_14,Persons - 60-64 years (no.)
2013,897,ERP_P_15,Persons - 65-69 years (no.)
2014,888,ERP_P_15,Persons - 65-69 years (no.)
2015,880,ERP_P_15,Persons - 65-69 years (no.)
2016,880,ERP_P_15,Persons - 65-69 years (no.)
2017,896,ERP_P_15,Persons - 65-69 years (no.)
2013,672,ERP_P_16,Persons - 70-74 years (no.)
2014,679,ERP_P_16,Persons - 70-74 years (no.)
2015,703,ERP_P_16,Persons - 70-74 years (no.)
2016,725,ERP_P_16,Persons - 70-74 years (no.)
2017,753,ERP_P_16,Persons - 70-74 years (no.)
2013,606,ERP_P_17,Persons - 75-79 years (no.)
2014,604,ERP_P_17,Persons - 75-79 years (no.)
2015,616,ERP_P_17,Persons - 75-79 years (no.)
2016,635,ERP_P_17,Persons - 75-79 years (no.)
2017,646,ERP_P_17,Persons - 75-79 years (no.)
2013,429,ERP_P_18,Persons - 80-84 years (no.)
2014,439,ERP_P_18,Persons - 80-84 years (no.)
2015,434,ERP_P_18,Persons - 80-84 years (no.)
2016,444,ERP_P_18,Persons - 80-84 years (no.)
2017,465,ERP_P_18,Persons - 80-84 years (no.)
2013,287,ERP_P_19,Persons - 85 and over (no.)
2014,301,ERP_P_19,Persons - 85 and over (no.)
2015,312,ERP_P_19,Persons - 85 and over (no.)
2016,321,ERP_P_19,Persons - 85 and over (no.)
2017,369,ERP_P_19,Persons - 85 and over (no.)
2013,21871,ERP_P_20,Persons - Total (no.)
2014,22703,ERP_P_20,Persons - Total (no.)
2015,23848,ERP_P_20,Persons - Total (no.)
2016,25605,ERP_P_20,Persons - Total (no.)
2017,27003,ERP_P_20,Persons - Total (no.)
2018,27999,ERP_P_20,Persons - Total (no.)
2013,70.6,ERP_18,Working Age Population (aged 15-64 years)
2014,71.3,ERP_18,Working Age Population (aged 15-64 years)
2015,72.2,ERP_18,Working Age Population (aged 15-64 years)
2016,73.1,ERP_18,Working Age Population (aged 15-64 years)
2017,73.4,ERP_18,Working Age Population (aged 15-64 years)
2013,34.2,ERP_19,Median Age - Males (years)
2014,33.6,ERP_19,Median Age - Males (years)
2015,33.2,ERP_19,Median Age - Males (years)
2016,32.9,ERP_19,Median Age - Males (years)
2017,32.8,ERP_19,Median Age - Males (years)
2013,35,ERP_22,Median Age - Females (years)
2014,34.5,ERP_22,Median Age - Females (years)
2015,34.1,ERP_22,Median Age - Females (years)
2016,33.7,ERP_22,Median Age - Females (years)
2017,33.6,ERP_22,Median Age - Females (years)
2013,34.6,ERP_23,Median Age - Persons (years)
2014,34,ERP_23,Median Age - Persons (years)
2015,33.7,ERP_23,Median Age - Persons (years)
2016,33.3,ERP_23,Median Age - Persons (years)
2017,33.2,ERP_23,Median Age - Persons (years)
2012,3466,ERP_21,Population density (ERP at 30 June) (persons/km2)
2013,3547.6,ERP_21,Population density (ERP at 30 June) (persons/km2)
2014,3682.6,ERP_21,Population density (ERP at 30 June) (persons/km2)
2015,3868.3,ERP_21,Population density (ERP at 30 June) (persons/km2)
2016,4153.3,ERP_21,Population density (ERP at 30 June) (persons/km2)
2017,4380,ERP_21,Population density (ERP at 30 June) (persons/km2)
2018,4541.6,ERP_21,Population density (ERP at 30 June) (persons/km2)
2011,1.2,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2016,1.2,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2011,3.5,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2016,2.7,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2011,3.1,CENSUS_5,Born in North-West Europe (%)
2016,3.7,CENSUS_5,Born in North-West Europe (%)
2011,9.4,CENSUS_6,Born in Southern and Eastern Europe (%)
2016,7.3,CENSUS_6,Born in Southern and Eastern Europe (%)
2011,5.5,CENSUS_7,Born in North Africa and the Middle East (%)
2016,4.1,CENSUS_7,Born in North Africa and the Middle East (%)
2011,9.6,CENSUS_8,Born in South-East Asia (%)
2016,12.2,CENSUS_8,Born in South-East Asia (%)
2011,6.2,CENSUS_9,Born in North-East Asia (%)
2016,11.1,CENSUS_9,Born in North-East Asia (%)
2011,6.5,CENSUS_10,Born in Southern and Central Asia (%)
2016,6.4,CENSUS_10,Born in Southern and Central Asia (%)
2011,3,CENSUS_11,Born in Americas (%)
2016,3.3,CENSUS_11,Born in Americas (%)
2011,0.7,CENSUS_12,Born in Sub-Saharan Africa (%)
2016,0.7,CENSUS_12,Born in Sub-Saharan Africa (%)
2011,47.5,CENSUS_13,Total born overseas (%)
2016,51.5,CENSUS_13,Total born overseas (%)
2016,5.2,CENSUS_15,Buddhism (%)
2016,50.1,CENSUS_16,Christianity (%)
2016,2.7,CENSUS_17,Hinduism (%)
2016,8.5,CENSUS_18,Islam (%)
2016,0.9,CENSUS_19,Judaism (%)
2016,0.3,CENSUS_20,Other Religions (%)
2016,23.4,CENSUS_21,Secular Beliefs
2016,8.8,CENSUS_22,Religious Affiliation - Inadequately described or not stated (%)
2011,77,CENSUS_29,Australian citizen (%)
2016,68.8,CENSUS_29,Australian citizen (%)
2011,16,CENSUS_30,Not an Australian citizen (%)
2016,24.9,CENSUS_30,Not an Australian citizen (%)
2011,7,CENSUS_31,Australian Citizenship - Not stated (%)
2016,6.2,CENSUS_31,Australian Citizenship - Not stated (%)
2011,52.6,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2016,54.1,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2014,1366,CABEE_2,Number of non-employing businesses (no.)
2015,1396,CABEE_2,Number of non-employing businesses (no.)
2016,1493,CABEE_2,Number of non-employing businesses (no.)
2017,1618,CABEE_2,Number of non-employing businesses (no.)
2018,1734,CABEE_2,Number of non-employing businesses (no.)
2014,534,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2015,583,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2016,647,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2017,673,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2018,725,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2014,221,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2015,197,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2016,196,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2017,202,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2018,207,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2014,88,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2015,84,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2016,91,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2017,95,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2018,99,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2014,2215,CABEE_5,Total number of businesses (no.)
2015,2255,CABEE_5,Total number of businesses (no.)
2016,2424,CABEE_5,Total number of businesses (no.)
2017,2583,CABEE_5,Total number of businesses (no.)
2018,2761,CABEE_5,Total number of businesses (no.)
2015,244,CABEE_7,Number of non employing business entries (no.)
2016,294,CABEE_7,Number of non employing business entries (no.)
2017,330,CABEE_7,Number of non employing business entries (no.)
2018,397,CABEE_7,Number of non employing business entries (no.)
2015,94,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2016,130,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2017,118,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2018,138,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2015,5,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2016,18,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2017,4,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2018,8,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2015,3,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2016,3,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2017,3,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2018,3,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2015,345,CABEE_10,Total number of business entries (no.)
2016,435,CABEE_10,Total number of business entries (no.)
2017,460,CABEE_10,Total number of business entries (no.)
2018,550,CABEE_10,Total number of business entries (no.)
2015,184,CABEE_12,Number of non employing business exits (no.)
2016,220,CABEE_12,Number of non employing business exits (no.)
2017,228,CABEE_12,Number of non employing business exits (no.)
2018,252,CABEE_12,Number of non employing business exits (no.)
2015,46,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2016,54,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2017,70,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2018,66,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2015,5,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2016,14,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2017,8,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2018,4,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2015,9,CABEE_40,Number of employing business exits: 20 or more employees (no.)
2017,3,CABEE_40,Number of employing business exits: 20 or more employees (no.)
2018,3,CABEE_40,Number of employing business exits: 20 or more employees (no.)
2015,247,CABEE_15,Total number of business exits (no.)
2016,289,CABEE_15,Total number of business exits (no.)
2017,304,CABEE_15,Total number of business exits (no.)
2018,328,CABEE_15,Total number of business exits (no.)
2014,9,CABEE_19,"Agriculture, forestry and fishing (no.)"
2015,9,CABEE_19,"Agriculture, forestry and fishing (no.)"
2016,11,CABEE_19,"Agriculture, forestry and fishing (no.)"
2017,10,CABEE_19,"Agriculture, forestry and fishing (no.)"
2018,6,CABEE_19,"Agriculture, forestry and fishing (no.)"
2014,93,CABEE_27,Manufacturing (no.)
2015,94,CABEE_27,Manufacturing (no.)
2016,91,CABEE_27,Manufacturing (no.)
2017,93,CABEE_27,Manufacturing (no.)
2018,94,CABEE_27,Manufacturing (no.)
2014,3,CABEE_23,Electricity
2015,3,CABEE_23,Electricity
2016,9,CABEE_23,Electricity
2017,4,CABEE_23,Electricity
2018,7,CABEE_23,Electricity
2014,218,CABEE_21,Construction (no.)
2015,254,CABEE_21,Construction (no.)
2016,283,CABEE_21,Construction (no.)
2017,330,CABEE_21,Construction (no.)
2018,333,CABEE_21,Construction (no.)
2014,147,CABEE_37,Wholesale trade (no.)
2015,134,CABEE_37,Wholesale trade (no.)
2016,143,CABEE_37,Wholesale trade (no.)
2017,133,CABEE_37,Wholesale trade (no.)
2018,135,CABEE_37,Wholesale trade (no.)
2014,142,CABEE_34,Retail trade (no.)
2015,137,CABEE_34,Retail trade (no.)
2016,148,CABEE_34,Retail trade (no.)
2017,160,CABEE_34,Retail trade (no.)
2018,172,CABEE_34,Retail trade (no.)
2014,112,CABEE_17,Accommodation and food services (no.)
2015,115,CABEE_17,Accommodation and food services (no.)
2016,129,CABEE_17,Accommodation and food services (no.)
2017,124,CABEE_17,Accommodation and food services (no.)
2018,137,CABEE_17,Accommodation and food services (no.)
2014,366,CABEE_36,"Transport, postal and warehousing (no.)"
2015,355,CABEE_36,"Transport, postal and warehousing (no.)"
2016,386,CABEE_36,"Transport, postal and warehousing (no.)"
2017,454,CABEE_36,"Transport, postal and warehousing (no.)"
2018,514,CABEE_36,"Transport, postal and warehousing (no.)"
2014,42,CABEE_26,Information media and telecommunications (no.)
2015,37,CABEE_26,Information media and telecommunications (no.)
2016,48,CABEE_26,Information media and telecommunications (no.)
2017,47,CABEE_26,Information media and telecommunications (no.)
2018,35,CABEE_26,Information media and telecommunications (no.)
